parent_agency,agency,acronym,presidential_year,final_rules,proposed_rules
national-science-foundation,national-science-foundation,NSF,1997,3,0
national-science-foundation,national-science-foundation,NSF,1998,2,2
national-science-foundation,national-science-foundation,NSF,1999,0,2
national-science-foundation,national-science-foundation,NSF,2000,2,1
national-science-foundation,national-science-foundation,NSF,2001,2,2
national-science-foundation,national-science-foundation,NSF,2002,2,1
national-science-foundation,national-science-foundation,NSF,2003,3,0
national-science-foundation,national-science-foundation,NSF,2004,2,1
national-science-foundation,national-science-foundation,NSF,2005,4,1
national-science-foundation,national-science-foundation,NSF,2006,0,0
national-science-foundation,national-science-foundation,NSF,2007,1,0
national-science-foundation,national-science-foundation,NSF,2008,2,1
national-science-foundation,national-science-foundation,NSF,2009,2,1
national-science-foundation,national-science-foundation,NSF,2010,2,0
national-science-foundation,national-science-foundation,NSF,2011,0,0
national-science-foundation,national-science-foundation,NSF,2012,1,0
national-science-foundation,national-science-foundation,NSF,2013,1,1
national-science-foundation,national-science-foundation,NSF,2014,1,0
national-science-foundation,national-science-foundation,NSF,2015,1,2
national-science-foundation,national-science-foundation,NSF,2016,2,0
national-science-foundation,national-science-foundation,NSF,2017,1,0
national-science-foundation,national-science-foundation,NSF,2018,1,1
national-science-foundation,national-science-foundation,NSF,2019,1,0
national-science-foundation,national-science-foundation,NSF,2020,0,0
national-science-foundation,national-science-foundation,NSF,2021,2,0
national-science-foundation,national-science-foundation,NSF,2022,1,1
national-science-foundation,national-science-foundation,NSF,2023,1,0
national-security-council,national-security-council,NSC,1995,0,0
national-security-council,national-security-council,NSC,1996,0,0
national-security-council,national-security-council,NSC,1997,0,0
national-security-council,national-security-council,NSC,1998,1,0
national-security-council,national-security-council,NSC,1999,0,0
national-security-council,national-security-council,NSC,2000,0,0
national-security-council,national-security-council,NSC,2001,0,1
national-security-council,national-security-council,NSC,2002,0,0
national-security-council,national-security-council,NSC,2003,0,0
national-security-council,national-security-council,NSC,2004,0,0
national-security-council,national-security-council,NSC,2005,0,0
national-security-council,national-security-council,NSC,2006,0,0
national-security-council,national-security-council,NSC,2007,0,0
national-security-council,national-security-council,NSC,2008,0,0
national-security-council,national-security-council,NSC,2009,0,0
national-security-council,national-security-council,NSC,2010,0,0
national-security-council,national-security-council,NSC,2011,0,0
national-security-council,national-security-council,NSC,2012,0,0
national-security-council,national-security-council,NSC,2013,0,0
national-security-council,national-security-council,NSC,2014,0,0
national-security-council,national-security-council,NSC,2015,0,0
national-security-council,national-security-council,NSC,2016,0,0
national-security-council,national-security-council,NSC,2017,0,0
national-security-council,national-security-council,NSC,2018,0,0
national-security-council,national-security-council,NSC,2019,0,0
national-security-council,national-security-council,NSC,2020,0,0
national-security-council,national-security-council,NSC,2021,0,0
national-security-council,national-security-council,NSC,2022,0,0
national-security-council,national-security-council,NSC,2023,0,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,1995,3,1
national-transportation-safety-board,national-transportation-safety-board,NTSB,1996,2,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,1997,1,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,1998,2,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,1999,2,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2000,1,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2001,0,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2002,0,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2003,1,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2004,0,1
national-transportation-safety-board,national-transportation-safety-board,NTSB,2005,0,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2006,0,1
national-transportation-safety-board,national-transportation-safety-board,NTSB,2007,1,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2008,0,3
national-transportation-safety-board,national-transportation-safety-board,NTSB,2009,1,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2010,1,1
national-transportation-safety-board,national-transportation-safety-board,NTSB,2011,1,1
national-transportation-safety-board,national-transportation-safety-board,NTSB,2012,2,3
national-transportation-safety-board,national-transportation-safety-board,NTSB,2013,1,2
national-transportation-safety-board,national-transportation-safety-board,NTSB,2014,0,3
national-transportation-safety-board,national-transportation-safety-board,NTSB,2015,4,2
national-transportation-safety-board,national-transportation-safety-board,NTSB,2016,2,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2017,4,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2018,0,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2019,2,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2020,1,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2021,2,2
national-transportation-safety-board,national-transportation-safety-board,NTSB,2022,2,0
national-transportation-safety-board,national-transportation-safety-board,NTSB,2023,3,3
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,1995,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,1996,1,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,1997,1,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,1998,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,1999,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2000,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2001,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2002,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2003,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2004,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2005,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2006,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2007,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2008,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2009,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2010,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2011,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2012,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2013,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2014,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2015,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2016,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2017,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2018,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2019,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2020,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2021,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2022,0,0
navajo-and-hopi-indian-relocation-office,navajo-and-hopi-indian-relocation-office,ONHIR,2023,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,1995,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,1996,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,1997,5,8
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,1998,5,7
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,1999,3,4
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2000,2,1
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2001,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2002,1,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2003,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2004,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2005,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2006,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2007,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2008,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2009,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2010,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2011,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2012,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2013,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2014,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2015,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2016,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2017,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2018,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2019,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2020,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2021,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2022,0,0
northeast-dairy-compact-commission,northeast-dairy-compact-commission,,2023,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,1995,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,1996,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,1997,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,1998,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,1999,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,2000,1,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,2001,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,2002,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,2003,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,2004,0,0
northeast-interstate-low-level-radioactive-waste-commission,northeast-interstate-low-level-radioactive-waste-commission,,2005,0,0
